id,gender,masterCategory,subCategory,articleType,baseColour,usage
23476,Men,Accessories,Scarves,Scarves,Grey,Casual
48947,Men,Accessories,Jewellery,Ring,Steel,Casual
49895,Unisex,Accessories,Watches,Watches,White,Casual
16791,Men,Apparel,Topwear,Shirts,Blue,Casual
26938,Women,Apparel,Topwear,Tshirts,Black,Casual
54524,Men,Footwear,Shoes,Sports Shoes,Black,Sports
43593,Girls,Apparel,Topwear,Tshirts,Pink,Casual
29970,Men,Accessories,Eyewear,Sunglasses,Black,Casual
3766,Men,Apparel,Topwear,Tshirts,Red,Casual
12331,Women,Apparel,Bottomwear,Jeans,Blue,Casual
25781,Men,Apparel,Topwear,Suspenders,Black,Formal
32736,Men,Footwear,Shoes,Sports Shoes,Black,Sports
40316,Men,Footwear,Shoes,Casual Shoes,Black,Casual
24653,Women,Accessories,Bags,Handbags,Brown,Casual
10466,Men,Apparel,Topwear,Tshirts,Grey,Casual
4543,Women,Footwear,Shoes,Sports Shoes,Purple,Sports
15114,Men,Apparel,Bottomwear,Trousers,Charcoal,Formal
21321,Men,Accessories,Eyewear,Sunglasses,Brown,Casual
37244,Men,Footwear,Shoes,Casual Shoes,Brown,Casual
5491,Men,Apparel,Topwear,Tshirts,Purple,Casual
39118,Women,Apparel,Bottomwear,Leggings,Black,Casual
41002,Girls,Apparel,Bottomwear,Skirts,Blue,Casual
11772,Men,Apparel,Topwear,Tshirts,Black,Casual
57167,Women,Apparel,Topwear,Tshirts,Teal,Casual
33422,Women,Accessories,Bags,Handbags,Brown,Casual
58913,Men,Accessories,Ties,Ties,Red,Casual
4785,Men,Apparel,Bottomwear,Shorts,Grey,Sports
56889,Women,Footwear,Shoes,Heels,Blue,Casual
37082,Women,Accessories,Bags,Handbags,Brown,Casual
20035,Women,Accessories,Bags,Backpacks,Purple,Casual
14200,Women,Apparel,Topwear,Tops,Black,Casual
17485,Men,Footwear,Shoes,Sports Shoes,White,Sports
7100,Unisex,Accessories,Bags,Duffel Bag,Green,Travel
16557,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Casual
8974,Men,Footwear,Shoes,Sports Shoes,Black,Sports
13025,Women,Footwear,Shoes,Heels,Maroon,Casual
27210,Men,Apparel,Topwear,Shirts,Green,Casual
55630,Women,Footwear,Shoes,Heels,Brown,Casual
8148,Men,Apparel,Topwear,Shirts,Blue,Casual
34435,Women,Apparel,Topwear,Tshirts,White,Casual
50170,Women,Footwear,Shoes,Heels,Gold,Casual
49861,Unisex,Accessories,Watches,Watches,Yellow,Casual
16765,Women,Accessories,Bags,Handbags,Black,Casual
7332,Men,Footwear,Shoes,Casual Shoes,Grey,Casual
13217,Men,Apparel,Topwear,Shirts,White,Casual
27022,Women,Apparel,Bottomwear,Jeans,Blue,Casual
30095,Men,Accessories,Watches,Watches,Black,Casual
2640,Men,Footwear,Shoes,Formal Shoes,Brown,Formal
43567,Unisex,Accessories,Bags,Backpacks,Blue,Casual
28856,Men,Apparel,Topwear,Tshirts,Mustard,Casual
31147,Boys,Apparel,Topwear,Shirts,Blue,Casual
3792,Men,Apparel,Topwear,Tshirts,Navy Blue,Casual
25775,Men,Apparel,Topwear,Suspenders,Black,Formal
10492,Women,Apparel,Topwear,Shirts,Orange,Casual
36362,Men,Accessories,Ties,Ties,Cream,Formal
20207,Women,Apparel,Topwear,Sweatshirts,Green,Casual
14032,Men,Apparel,Topwear,Tshirts,Black,Sports
44742,Men,Footwear,Shoes,Casual Shoes,Black,Casual
5465,Men,Footwear,Shoes,Sports Shoes,White,Sports
22134,Men,Footwear,Shoes,Formal Shoes,Black,Formal
46471,Men,Accessories,Watches,Watches,White,Casual
7756,Men,Apparel,Topwear,Tshirts,Black,Casual
35183,Unisex,Accessories,Bags,Backpacks,Black,Casual
6684,Women,Apparel,Topwear,Tshirts,Yellow,Casual
54988,Women,Apparel,Topwear,Tops,Pink,Casual
34051,Boys,Apparel,Topwear,Shirts,Maroon,Casual
22908,Men,Apparel,Topwear,Tshirts,White,Casual
26594,Men,Footwear,Shoes,Sports Shoes,White,Sports
19349,Men,Footwear,Shoes,Sports Shoes,Black,Sports
13673,Men,Footwear,Shoes,Casual Shoes,Black,Casual
27446,Women,Apparel,Topwear,Tshirts,Green,Casual
33274,Girls,Apparel,Bottomwear,Leggings,Black,Casual
11124,Men,Accessories,Bags,Laptop Bag,Black,Casual
25311,Men,Accessories,Watches,Watches,White,Casual
41654,Men,Apparel,Topwear,Shirts,Purple,Formal
14456,Women,Footwear,Shoes,Casual Shoes,Taupe,Casual
44928,Men,Apparel,Topwear,Shirts,Red,Casual
32194,Men,Footwear,Shoes,Casual Shoes,White,Casual
41466,Women,Footwear,Shoes,Casual Shoes,Brown,Casual
11316,Women,Apparel,Bottomwear,Trousers,Beige,Casual
5233,Men,Apparel,Topwear,Tshirts,Yellow,Casual
14664,Men,Apparel,Topwear,Shirts,Red,Casual
52071,Men,Apparel,Topwear,Tshirts,Blue,Casual
59499,Women,Accessories,Jewellery,Pendant,Silver,Casual
21583,Men,Apparel,Bottomwear,Jeans,Black,Casual
7564,Men,Apparel,Topwear,Tshirts,Blue,Sports
19947,Unisex,Accessories,Bags,Backpacks,Black,Casual
22306,Women,Footwear,Shoes,Heels,Brown,Casual
16133,Women,Apparel,Topwear,Tops,Grey,Casual
50726,Men,Footwear,Shoes,Formal Shoes,Brown,Formal
18895,Women,Apparel,Dress,Dresses,Grey,Casual
12593,Unisex,Apparel,Topwear,Tshirts,Blue,Casual
31711,Women,Accessories,Jewellery,Earrings,Silver,Ethnic
43331,Women,Apparel,Topwear,Dresses,Pink,Casual
13441,Men,Apparel,Topwear,Tshirts,White,Casual
54386,Women,Accessories,Bags,Handbags,Black,Casual
27674,Women,Accessories,Bags,Handbags,Yellow,Casual
15917,Unisex,Accessories,Bags,Backpacks,Brown,Casual
38233,Unisex,Accessories,Eyewear,Sunglasses,Black,Casual
10459,Men,Apparel,Topwear,Tshirts,Pink,Casual
1832,Men,Footwear,Shoes,Sports Shoes,Black,Sports
29173,Girls,Apparel,Bottomwear,Skirts,Green,Casual
26907,Women,Apparel,Topwear,Tops,White,Casual
47930,Women,Accessories,Bags,Handbags,Black,Casual
18634,Men,Apparel,Topwear,Tshirts,Red,Casual
9263,Men,Apparel,Topwear,Shirts,Purple,Casual
3759,Men,Apparel,Topwear,Tshirts,Purple,Casual
28293,Men,Accessories,Eyewear,Sunglasses,Brown,Casual
50389,Women,Accessories,Watches,Watches,Silver,Casual
12900,Men,Footwear,Shoes,Sports Shoes,Black,Sports
48376,Men,Apparel,Bottomwear,Trousers,Blue,Casual
9051,Men,Footwear,Shoes,Sports Shoes,Grey,Sports
18406,Men,Footwear,Shoes,Casual Shoes,Black,Casual
54729,Men,Footwear,Shoes,Casual Shoes,Black,Casual
6825,Women,Footwear,Shoes,Flats,Grey,Casual
26309,Men,Apparel,Topwear,Tshirts,Coffee Brown,Casual
8183,Men,Apparel,Topwear,Shirts,Blue,Casual
59036,Women,Footwear,Shoes,Flats,Green,Casual
15319,Men,Apparel,Topwear,Jackets,Navy Blue,Casual
57990,Women,Apparel,Dress,Dresses,Pink,Casual
40927,Boys,Apparel,Bottomwear,Jeans,Blue,Casual
3933,Women,Apparel,Topwear,Tshirts,Blue,Casual
29725,Women,Accessories,Bags,Handbags,Green,Casual
42228,Women,Apparel,Topwear,Tops,White,Casual
48712,Women,Accessories,Jewellery,Earrings,Silver,Casual
30608,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Casual
1658,Men,Apparel,Topwear,Jackets,Blue,Sports
38465,Women,Accessories,Bags,Handbags,Black,Casual
21548,Women,Accessories,Bags,Handbags,Black,Casual
59452,Men,Apparel,Topwear,Shirts,Blue,Formal
32963,Men,Apparel,Topwear,Tshirts,Blue,Casual
38657,Men,Footwear,Shoes,Sports Shoes,Black,Casual
4924,Women,Apparel,Topwear,Tops,White,Casual
39785,Men,Apparel,Topwear,Shirts,Blue,Formal
10801,Men,Apparel,Topwear,Shirts,Blue,Casual
4118,Unisex,Footwear,Shoes,Casual Shoes,Green,Casual
35148,Women,Accessories,Bags,Handbags,White,Casual
47568,Women,Footwear,Shoes,Heels,Black,Casual
54943,Men,Apparel,Topwear,Tshirts,Green,Casual
17218,Men,Accessories,Eyewear,Sunglasses,Black,Casual
48520,Women,Apparel,Topwear,Tops,Red,Casual
9607,Men,Apparel,Topwear,Shirts,Purple,Casual
19978,Men,Apparel,Topwear,Tshirts,Black,Casual
22339,Men,Apparel,Topwear,Tshirts,Grey,Casual
28603,Women,Footwear,Shoes,Sports Shoes,Black,Sports
50719,Girls,Apparel,Topwear,Tops,Red,Casual
6489,Men,Apparel,Topwear,Tshirts,Yellow,Casual
26799,Men,Apparel,Topwear,Shirts,Beige,Formal
8513,Unisex,Accessories,Bags,Backpacks,Red,Sports
49634,Women,Apparel,Dress,Dresses,Blue,Casual
2029,Men,Apparel,Topwear,Tshirts,Blue,Sports
44917,Men,Apparel,Bottomwear,Track Pants,Blue,Casual
33079,Men,Apparel,Topwear,Tshirts,Green,Casual
38491,Boys,Apparel,Topwear,Tshirts,White,Casual
11329,Men,Apparel,Bottomwear,Trousers,Grey,Casual
58574,Women,Apparel,Topwear,Tshirts,Black,Casual
33845,Men,Footwear,Shoes,Casual Shoes,White,Casual
25920,Women,Apparel,Topwear,Tshirts,Green,Casual
5802,Men,Apparel,Topwear,Tshirts,Blue,Casual
32399,Women,Apparel,Topwear,Tops,White,Casual
39771,Men,Apparel,Topwear,Shirts,White,Casual
11927,Women,Footwear,Shoes,Sports Shoes,White,Sports
36739,Women,Apparel,Topwear,Tshirts,White,Casual
7769,Men,Apparel,Topwear,Jackets,Red,Sports
28431,Women,Accessories,Watches,Watches,White,Casual
8721,Men,Apparel,Topwear,Shirts,White,Casual
49406,Men,Footwear,Shoes,Casual Shoes,Black,Casual
22937,Women,Accessories,Watches,Watches,Black,Casual
34852,Unisex,Footwear,Shoes,Casual Shoes,Black,Casual
39315,Boys,Apparel,Topwear,Tshirts,Yellow,Casual
24698,Men,Apparel,Topwear,Shirts,White,Casual
4588,Unisex,Accessories,Bags,Backpacks,Red,Casual
52618,Women,Accessories,Bags,Handbags,Black,Casual
20238,Women,Apparel,Topwear,Tshirts,Blue,Casual
17688,Women,Footwear,Shoes,Flats,Beige,Casual
31944,Women,Footwear,Shoes,Sports Shoes,White,Sports
29187,Women,Apparel,Topwear,Tops,Peach,Casual
13228,Men,Apparel,Bottomwear,Trousers,Navy Blue,Casual
31178,Girls,Apparel,Topwear,Tops,Black,Casual
8345,Men,Footwear,Shoes,Sports Shoes,Black,Sports
49062,Men,Footwear,Shoes,Casual Shoes,Blue,Casual
19712,Men,Apparel,Topwear,Shirts,Purple,Casual
46816,Girls,Apparel,Topwear,Tops,Yellow,Casual
13826,Men,Apparel,Topwear,Sweaters,Navy Blue,Casual
34638,Men,Footwear,Shoes,Sports Shoes,Grey,Sports
48382,Men,Apparel,Bottomwear,Jeans,Blue,Casual
30298,Men,Apparel,Topwear,Tshirts,Off White,Casual
7903,Men,Apparel,Topwear,Tshirts,Navy Blue,Casual
19520,Men,Apparel,Topwear,Sweaters,Blue,Casual
39127,Women,Apparel,Bottomwear,Leggings,Pink,Casual
25578,Men,Footwear,Shoes,Sports Shoes,Black,Sports
57158,Women,Apparel,Topwear,Tshirts,Pink,Casual
20836,Men,Footwear,Shoes,Formal Shoes,Brown,Formal
5668,Men,Apparel,Topwear,Tshirts,Purple,Casual
58110,Women,Accessories,Jewellery,Earrings,Silver,Casual
56816,Men,Apparel,Topwear,Shirts,White,Casual
21944,Women,Accessories,Bags,Handbags,Red,Casual
39187,Women,Footwear,Shoes,Flats,Blue,Casual
38055,Men,Accessories,Watches,Watches,Black,Casual
20896,Men,Footwear,Shoes,Casual Shoes,Green,Casual
6871,Women,Apparel,Topwear,Tops,Multi,Casual
9005,Women,Accessories,Bags,Handbags,Silver,Casual
19580,Men,Apparel,Topwear,Tshirts,White,Casual
13886,Men,Apparel,Topwear,Shirts,Black,Casual
9839,Men,Apparel,Topwear,Tshirts,White,Sports
29315,Unisex,Accessories,Bags,Backpacks,Blue,Casual
12954,Men,Footwear,Shoes,Sports Shoes,White,Sports
48110,Women,Apparel,Bottomwear,Shorts,Red,Casual
9237,Men,Apparel,Topwear,Shirts,Blue,Formal
13288,Men,Apparel,Bottomwear,Trousers,Beige,Casual
17628,Men,Apparel,Topwear,Jackets,Charcoal,Casual
27881,Women,Apparel,Topwear,Shirts,Beige,Casual
26953,Women,Apparel,Topwear,Tops,Pink,Casual
29127,Women,Accessories,Eyewear,Sunglasses,Black,Casual
59250,Men,Accessories,Watches,Watches,Black,Casual
4528,Women,Footwear,Shoes,Sports Shoes,Black,Sports
1866,Men,Apparel,Topwear,Tshirts,Maroon,Casual
20298,Women,Apparel,Topwear,Sweaters,Pink,Casual
24638,Men,Footwear,Shoes,Sports Shoes,White,Sports
8781,Men,Apparel,Topwear,Shirts,Maroon,Casual
23845,Men,Footwear,Shoes,Sports Shoes,White,Sports
9653,Men,Apparel,Topwear,Shirts,Purple,Casual
51459,Women,Apparel,Topwear,Tops,White,Casual
42872,Women,Accessories,Bags,Clutches,Grey,Casual
28491,Men,Apparel,Topwear,Tshirts,Maroon,Casual
23079,Men,Apparel,Topwear,Shirts,Green,Casual
10855,Men,Apparel,Topwear,Tshirts,White,Casual
36799,Men,Accessories,Watches,Watches,Black,Casual
10069,Men,Apparel,Topwear,Tshirts,Black,Casual
38603,Men,Apparel,Topwear,Tshirts,Blue,Casual
32339,Men,Accessories,Watches,Watches,Black,Casual
4970,Men,Apparel,Topwear,Tshirts,Blue,Casual
37479,Women,Accessories,Watches,Watches,White,Casual
15729,Men,Footwear,Shoes,Sports Shoes,Black,Sports
32937,Men,Footwear,Shoes,Casual Shoes,Black,Casual
53900,Women,Accessories,Bags,Handbags,Brown,Casual
38431,Women,Accessories,Bags,Clutches,Red,Casual
45865,Men,Footwear,Shoes,Casual Shoes,Olive,Casual
11389,Men,Apparel,Topwear,Tshirts,White,Casual
16990,Women,Apparel,Topwear,Sweaters,Red,Casual
49694,Men,Accessories,Ties,Ties,Blue,Casual
18036,Women,Accessories,Bags,Handbags,Red,Casual
48746,Women,Accessories,Jewellery,Bracelet,Silver,Casual
17842,Women,Footwear,Shoes,Casual Shoes,Black,Casual
2089,Men,Apparel,Topwear,Tshirts,Purple,Sports
9461,Men,Apparel,Topwear,Shirts,White,Formal
3967,Women,Apparel,Topwear,Tops,Pink,Casual
22399,Men,Apparel,Topwear,Shirts,Blue,Casual
6429,Unisex,Footwear,Shoes,Casual Shoes,Blue,Casual
19322,Men,Apparel,Topwear,Sweatshirts,Blue,Casual
8775,Men,Apparel,Topwear,Shirts,Green,Casual
48580,Men,Accessories,Jewellery,Bracelet,Steel,Casual
43168,Women,Accessories,Watches,Watches,Black,Casual
42886,Women,Accessories,Bags,Handbags,Orange,Casual
28465,Women,Apparel,Topwear,Tshirts,Magenta,Casual
52228,Women,Accessories,Jewellery,Pendant,Silver,Casual
11973,Men,Footwear,Shoes,Sports Shoes,White,Sports
5856,Men,Accessories,Bags,Handbags,Brown,Casual
39725,Women,Apparel,Bottomwear,Skirts,Charcoal,Formal
4984,Women,Apparel,Dress,Dresses,White,Casual
58520,Women,Apparel,Dress,Dresses,Black,Casual
5258,Unisex,Accessories,Bags,Backpacks,Black,Casual
44943,Men,Footwear,Shoes,Formal Shoes,Black,Formal
45891,Men,Accessories,Watches,Watches,White,Casual
25148,Women,Accessories,Bags,Handbags,Brown,Casual
39517,Unisex,Accessories,Bags,Laptop Bag,Black,Casual
49660,Women,Apparel,Topwear,Tops,Green,Casual
19110,Men,Apparel,Topwear,Tshirts,Beige,Casual
9495,Unisex,Accessories,Bags,Backpacks,Black,Casual
16158,Men,Footwear,Shoes,Formal Shoes,Brown,Formal
29785,Men,Apparel,Topwear,Tshirts,Blue,Casual
34208,Men,Apparel,Topwear,Tshirts,Blue,Casual
28657,Men,Footwear,Shoes,Casual Shoes,Black,Casual
2841,Men,Apparel,Topwear,Tshirts,Grey,Casual
58144,Unisex,Accessories,Bags,Backpacks,Grey,Casual
40987,Boys,Apparel,Topwear,Tshirts,Blue,Casual
57930,Men,Apparel,Topwear,Tshirts,White,Casual
11719,Men,Apparel,Topwear,Shirts,Yellow,Casual
6885,Women,Apparel,Dress,Dresses,White,Casual
19574,Men,Apparel,Bottomwear,Track Pants,Grey,Casual
7957,Women,Apparel,Topwear,Tops,Green,Sports
13872,Men,Apparel,Topwear,Shirts,Purple,Casual
22709,Women,Footwear,Shoes,Sports Shoes,White,Sports
27049,Women,Accessories,Bags,Clutches,Pink,Casual
19746,Men,Apparel,Topwear,Tshirts,Black,Casual
46842,Girls,Footwear,Shoes,Casual Shoes,Pink,Casual
27875,Women,Apparel,Topwear,Shirts,White,Casual
7359,Men,Apparel,Topwear,Tshirts,Purple,Casual
1892,Men,Apparel,Topwear,Sweatshirts,Blue,Casual
14059,Men,Apparel,Topwear,Tshirts,White,Casual
39341,Men,Footwear,Shoes,Casual Shoes,White,Casual
40389,Women,Apparel,Topwear,Tshirts,Blue,Casual
12533,Women,Apparel,Topwear,Jackets,Purple,Casual
30663,Men,Accessories,Eyewear,Sunglasses,Black,Casual
16193,Men,Apparel,Topwear,Sweaters,Green,Casual
51654,Men,Accessories,Watches,Watches,Black,Casual
3958,Women,Apparel,Topwear,Tops,Green,Casual
35311,Women,Accessories,Jewellery,Earrings,Silver,Ethnic
6416,Unisex,Footwear,Shoes,Casual Shoes,Blue,Casual
17041,Men,Footwear,Shoes,Casual Shoes,Grey,Casual
23274,Men,Accessories,Watches,Watches,White,Casual
53103,Women,Accessories,Jewellery,Earrings,Silver,Casual
5293,Women,Apparel,Topwear,Tshirts,Blue,Casual
15716,Women,Footwear,Shoes,Sports Shoes,Grey,Sports
59439,Men,Apparel,Topwear,Shirts,Pink,Formal
21523,Women,Accessories,Bags,Handbags,Black,Casual
40514,Men,Accessories,Watches,Watches,White,Casual
24051,Men,Apparel,Topwear,Tshirts,White,Casual
44988,Men,Accessories,Watches,Watches,White,Casual
10264,Men,Footwear,Shoes,Formal Shoes,Black,Formal
25183,Women,Accessories,Bags,Handbags,Brown,Casual
37674,Unisex,Accessories,Bags,Backpacks,Black,Casual
15524,Women,Footwear,Shoes,Heels,Grey,Casual
21711,Men,Accessories,Watches,Watches,Grey,Casual
4173,Men,Footwear,Shoes,Sports Shoes,Black,Sports
45254,Men,Accessories,Watches,Watches,Black,Casual
32306,Women,Accessories,Watches,Watches,Gold,Casual
26534,Men,Footwear,Shoes,Casual Shoes,Red,Casual
12701,Women,Footwear,Shoes,Sports Shoes,Blue,Sports
49499,Men,Footwear,Shoes,Casual Shoes,Black,Casual
31583,Men,Apparel,Topwear,Tshirts,White,Casual
3356,Men,Apparel,Topwear,Tshirts,Black,Casual
2284,Men,Apparel,Topwear,Tshirts,Yellow,Sports
54114,Women,Footwear,Shoes,Heels,Gold,Casual
35123,Women,Accessories,Jewellery,Pendant,Blue,Casual
22194,Men,Footwear,Shoes,Casual Shoes,Brown,Casual
51466,Men,Apparel,Topwear,Tshirts,Green,Casual
17273,Men,Apparel,Topwear,Tshirts,White,Casual
23046,Women,Apparel,Bottomwear,Leggings,Black,Casual
6624,Men,Footwear,Shoes,Sports Shoes,White,Sports
54928,Men,Apparel,Topwear,Tshirts,Cream,Casual
15140,Men,Apparel,Topwear,Shirts,Maroon,Casual
52687,Women,Accessories,Watches,Watches,Silver,Casual
21375,Men,Apparel,Topwear,Tshirts,Navy Blue,Casual
4517,Men,Footwear,Shoes,Sports Shoes,Black,Sports
37210,Men,Apparel,Topwear,Shirts,Multi,Casual
53755,Men,Apparel,Bottomwear,Shorts,Blue,Casual
14092,Women,Apparel,Topwear,Sweaters,Green,Casual
1859,Men,Apparel,Topwear,Tshirts,Red,Casual
32762,Men,Apparel,Topwear,Shirts,Blue,Formal
24607,Women,Apparel,Bottomwear,Jeans,Blue,Casual
10432,Men,Apparel,Topwear,Shirts,Blue,Casual
30035,Women,Accessories,Watches,Watches,Silver,Casual
9208,Men,Footwear,Shoes,Casual Shoes,Black,Casual
27082,Women,Footwear,Shoes,Heels,Brown,Casual
26150,Men,Apparel,Bottomwear,Trousers,Grey,Formal
29924,Men,Accessories,Watches,Watches,Black,Casual
3732,Men,Apparel,Topwear,Tshirts,Orange,Sports
17617,Women,Apparel,Topwear,Tops,Green,Casual
6240,Men,Apparel,Topwear,Tshirts,White,Casual
34495,Women,Apparel,Bottomwear,Skirts,Grey,Formal
7392,Men,Footwear,Shoes,Formal Shoes,Brown,Formal
13085,Unisex,Footwear,Shoes,Casual Shoes,Pink,Casual
54742,Men,Footwear,Shoes,Casual Shoes,Brown,Casual
30207,Men,Apparel,Topwear,Shirts,White,Formal
3500,Men,Footwear,Shoes,Casual Shoes,Brown,Casual
26362,Women,Apparel,Topwear,Tshirts,Grey,Casual
12157,Women,Apparel,Bottomwear,Leggings,Orange,Ethnic
47355,Women,Accessories,Bags,Handbags,Blue,Casual
17425,Men,Accessories,Watches,Watches,White,Casual
9806,Men,Apparel,Topwear,Shirts,Black,Formal
4725,Boys,Apparel,Topwear,Tshirts,Yellow,Casual
56829,Men,Apparel,Bottomwear,Jeans,Blue,Casual
45402,Women,Footwear,Shoes,Flats,Gold,Casual
15372,Women,Apparel,Topwear,Tops,Turquoise Blue,Casual
39984,Men,Footwear,Shoes,Casual Shoes,Grey,Casual
21147,Women,Apparel,Topwear,Sweatshirts,Grey,Casual
38856,Women,Apparel,Topwear,Tops,White,Casual
40170,Men,Accessories,Eyewear,Sunglasses,Brown,Casual
52673,Men,Accessories,Watches,Watches,Silver,Casual
21381,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Casual
5431,Boys,Apparel,Topwear,Shirts,Pink,Casual
20253,Men,Apparel,Topwear,Tshirts,White,Casual
58349,Men,Apparel,Topwear,Tshirts,Blue,Casual
14066,Men,Apparel,Topwear,Tshirts,Green,Casual
15988,Men,Apparel,Topwear,Tshirts,Green,Casual
11514,Women,Footwear,Shoes,Heels,Black,Casual
57301,Women,Footwear,Shoes,Heels,Brown,Casual
2614,Women,Footwear,Shoes,Flats,Beige,Casual
28802,Men,Apparel,Bottomwear,Jeans,Blue,Casual
43533,Women,Apparel,Topwear,Tops,White,Casual
13243,Men,Apparel,Bottomwear,Shorts,Beige,Casual
27076,Women,Footwear,Shoes,Flats,Mustard,Casual
12391,Men,Accessories,Ties,Ties,Lavender,Formal
49009,Women,Accessories,Jewellery,Ring,Silver,Casual
34461,Unisex,Accessories,Bags,Backpacks,Black,Casual
47193,Men,Footwear,Shoes,Formal Shoes,Brown,Formal
7366,Men,Footwear,Shoes,Casual Shoes,Black,Casual
22504,Women,Footwear,Shoes,Casual Shoes,Blue,Casual
18499,Men,Apparel,Topwear,Sweaters,Navy Blue,Casual
13071,Men,Footwear,Shoes,Casual Shoes,Black,Casual
43701,Women,Apparel,Topwear,Tops,Maroon,Casual
26396,Men,Apparel,Topwear,Shirts,Navy Blue,Formal
34653,Men,Footwear,Shoes,Sports Shoes,Black,Sports
6086,Women,Apparel,Topwear,Tshirts,Pink,Casual
50316,Men,Accessories,Ties,Ties,Navy Blue,Formal
22736,Men,Footwear,Shoes,Sports Shoes,White,Sports
16503,Men,Apparel,Topwear,Tshirts,Red,Casual
7154,Women,Apparel,Topwear,Tops,Grey,Casual
39970,Men,Footwear,Shoes,Casual Shoes,Red,Casual
53593,Men,Accessories,Watches,Watches,Black,Casual
11726,Men,Apparel,Topwear,Tshirts,White,Casual
59895,Women,Apparel,Dress,Dresses,Orange,Casual
57133,Women,Apparel,Topwear,Tops,Multi,Casual
13415,Men,Apparel,Topwear,Shirts,White,Casual
2042,Men,Apparel,Topwear,Tshirts,White,Sports
43365,Men,Footwear,Shoes,Sports Shoes,Brown,Sports
22352,Men,Apparel,Topwear,Shirts,Green,Casual
46617,Women,Footwear,Shoes,Heels,Gold,Casual
19913,Unisex,Accessories,Bags,Rucksacks,Yellow,Casual
7530,Men,Apparel,Topwear,Tshirts,Yellow,Sports
34237,Men,Apparel,Topwear,Tshirts,Rust,Casual
23280,Men,Accessories,Watches,Watches,Steel,Casual
14630,Women,Apparel,Bottomwear,Skirts,Brown,Casual
5267,Unisex,Accessories,Bags,Backpacks,Black,Casual
36560,Men,Apparel,Topwear,Tshirts,Black,Casual
10290,Women,Footwear,Shoes,Heels,Brown,Casual
11342,Men,Apparel,Bottomwear,Jeans,Black,Casual
25177,Women,Accessories,Bags,Handbags,Brown,Casual
52819,Women,Accessories,Jewellery,Earrings,Green,Casual
37680,Unisex,Accessories,Bags,Backpacks,Black,Casual
5055,Men,Footwear,Shoes,Casual Shoes,Black,Casual
20637,Women,Apparel,Dress,Dresses,Grey,Casual
4187,Girls,Apparel,Topwear,Tshirts,Red,Casual
5869,Women,Apparel,Topwear,Tops,Yellow,Casual
11170,Men,Apparel,Topwear,Sweaters,Yellow,Casual
42085,Men,Footwear,Shoes,Sports Shoes,White,Sports
31577,Men,Apparel,Topwear,Tshirts,Charcoal,Casual
2270,Women,Apparel,Topwear,Tshirts,Pink,Casual
9698,Men,Footwear,Shoes,Formal Shoes,Black,Formal
43157,Women,Accessories,Watches,Watches,Black,Casual
46425,Men,Accessories,Watches,Watches,Silver,Casual
7702,Women,Apparel,Topwear,Tops,Green,Casual
22160,Men,Footwear,Shoes,Casual Shoes,Black,Casual
16355,Men,Apparel,Topwear,Shirts,Purple,Formal
17287,Men,Apparel,Topwear,Tshirts,Navy Blue,Casual
34005,Girls,Apparel,Topwear,Tops,Purple,Casual
8316,Women,Apparel,Topwear,Tshirts,Yellow,Casual
27872,Women,Apparel,Topwear,Shirts,Pink,Casual
31917,Women,Accessories,Bags,Clutches,Black,Casual
46079,Men,Footwear,Shoes,Sports Shoes,Black,Sports
1895,Men,Apparel,Topwear,Sweatshirts,Black,Casual
53799,Men,Apparel,Topwear,Tshirts,Red,Casual
5409,Men,Footwear,Shoes,Sports Shoes,Blue,Sports
25719,Women,Accessories,Bags,Handbags,Blue,Casual
14862,Women,Accessories,Jewellery,Necklace and Chains,Coffee Brown,Casual
39948,Men,Footwear,Shoes,Casual Shoes,White,Casual
57937,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual
40980,Boys,Apparel,Topwear,Tshirts,Yellow,Casual
20059,Women,Apparel,Bottomwear,Stockings,Beige,Casual
58143,Unisex,Accessories,Bags,Backpacks,Red,Casual
36900,Men,Accessories,Watches,Watches,White,Casual
13049,Men,Apparel,Topwear,Sweaters,Black,Casual
6882,Women,Apparel,Topwear,Jackets,Cream,Casual
19573,Men,Apparel,Bottomwear,Track Pants,Blue,Casual
7950,Men,Apparel,Topwear,Tshirts,White,Sports
8124,Women,Accessories,Watches,Watches,White,Casual
13875,Men,Apparel,Topwear,Shirts,Navy Blue,Casual
47399,Women,Accessories,Bags,Handbags,Green,Casual
58527,Unisex,Accessories,Eyewear,Sunglasses,Black,Casual
36558,Men,Apparel,Topwear,Tshirts,Navy Blue,Casual
44944,Women,Apparel,Dress,Dresses,Navy Blue,Casual
39510,Unisex,Accessories,Bags,Backpacks,Black,Casual
45896,Men,Accessories,Watches,Watches,White,Casual
9492,Unisex,Accessories,Bags,Backpacks,Navy Blue,Casual
7508,Men,Apparel,Topwear,Tshirts,White,Sports
29782,Men,Apparel,Bottomwear,Trousers,Green,Casual
3994,Men,Apparel,Topwear,Tshirts,Green,Casual
51698,Unisex,Accessories,Eyewear,Sunglasses,Grey,Casual
2846,Men,Apparel,Topwear,Tshirts,Grey,Casual
28650,Men,Footwear,Shoes,Sports Shoes,White,Sports
19325,Men,Apparel,Topwear,Sweatshirts,Grey,Casual
